,Year,Sport,Sex,avg_age,avg_height,avg_weight
559,2008,Cycling,M,27.0,182.0,78.0
560,2008,Diving,F,20.0,159.0,52.0
561,2008,Diving,M,22.0,177.0,72.0
562,2008,Equestrianism,F,41.0,168.0,60.0
563,2008,Equestrianism,M,42.0,172.0,71.0
564,2008,Fencing,F,23.0,171.0,66.0
565,2008,Fencing,M,26.0,186.0,84.0
566,2008,Football,F,26.0,168.0,63.0
567,2008,Football,M,22.0,180.0,76.0
568,2008,Gymnastics,F,18.0,153.0,48.0
569,2008,Gymnastics,M,25.0,164.0,60.0
570,2008,Hockey,F,25.0,166.0,64.0
571,2008,Judo,F,27.0,162.0,59.0
572,2008,Judo,M,27.0,181.0,88.0
573,2008,Modern Pentathlon,F,28.0,169.0,57.0
574,2008,Modern Pentathlon,M,26.0,186.0,76.0
575,2008,Rowing,F,26.0,180.0,73.0
576,2008,Rowing,M,27.0,192.0,90.0
577,2008,Sailing,F,26.0,165.0,63.0
578,2008,Sailing,M,33.0,181.0,80.0
579,2008,Shooting,F,31.0,159.0,66.0
580,2008,Shooting,M,31.0,180.0,86.0
581,2008,Softball,F,27.0,174.0,74.0
582,2008,Swimming,F,22.0,177.0,68.0
583,2008,Swimming,M,24.0,191.0,90.0
584,2008,Synchronized Swimming,F,23.0,169.0,58.0
585,2008,Table Tennis,F,34.0,169.0,64.0
586,2008,Table Tennis,M,44.0,178.0,77.0
587,2008,Taekwondo,F,20.0,173.0,54.0
588,2008,Taekwondo,M,28.0,187.0,76.0
589,2008,Tennis,F,29.0,178.0,71.0
590,2008,Tennis,M,26.0,191.0,87.0
591,2008,Trampolining,F,18.0,168.0,56.0
592,2008,Trampolining,M,25.0,168.0,66.0
593,2008,Triathlon,F,32.0,173.0,59.0
594,2008,Triathlon,M,30.0,188.0,74.0
595,2008,Volleyball,F,28.0,183.0,76.0
596,2008,Volleyball,M,30.0,200.0,96.0
597,2008,Water Polo,F,24.0,179.0,78.0
598,2008,Water Polo,M,27.0,194.0,100.0
599,2008,Weightlifting,F,26.0,161.0,79.0
600,2008,Weightlifting,M,25.0,169.0,86.0
601,2008,Wrestling,F,24.0,161.0,60.0
602,2008,Wrestling,M,27.0,175.0,80.0
603,2012,Archery,F,28.0,172.0,67.0
604,2012,Archery,M,24.0,180.0,76.0
605,2012,Athletics,F,27.0,171.0,65.0
606,2012,Athletics,M,27.0,185.0,83.0
607,2012,Badminton,F,20.0,157.0,52.0
608,2012,Badminton,M,35.0,170.0,78.0
609,2012,Basketball,F,28.0,186.0,77.0
610,2012,Basketball,M,26.0,200.0,101.0
611,2012,Beach Volleyball,F,33.0,184.0,73.0
612,2012,Beach Volleyball,M,34.0,196.0,92.0
613,2012,Boxing,F,22.0,167.0,62.0
614,2012,Boxing,M,23.0,180.0,74.0
615,2012,Canoeing,F,25.0,164.0,64.0
616,2012,Canoeing,M,27.0,180.0,76.0
617,2012,Cycling,F,31.0,168.0,59.0
618,2012,Cycling,M,27.0,185.0,76.0
619,2012,Diving,F,24.0,161.0,58.0
620,2012,Diving,M,24.0,174.0,72.0
621,2012,Equestrianism,F,38.0,169.0,60.0
622,2012,Equestrianism,M,42.0,179.0,73.0
623,2012,Fencing,F,23.0,168.0,64.0
624,2012,Fencing,M,24.0,186.0,81.0
625,2012,Football,F,28.0,169.0,64.0
626,2012,Gymnastics,F,17.0,157.0,50.0
627,2012,Gymnastics,M,21.0,165.0,67.0
628,2012,Hockey,F,25.0,164.0,61.0
629,2012,Judo,F,24.0,167.0,66.0
630,2012,Judo,M,24.0,180.0,88.0
631,2012,Modern Pentathlon,F,22.0,178.0,60.0
632,2012,Modern Pentathlon,M,29.0,175.0,73.0
633,2012,Rhythmic Gymnastics,F,22.0,168.0,55.0
634,2012,Rowing,F,27.0,179.0,74.0
635,2012,Rowing,M,27.0,192.0,88.0
636,2012,Sailing,F,29.0,170.0,65.0
637,2012,Sailing,M,30.0,185.0,84.0
638,2012,Shooting,F,30.0,162.0,64.0
639,2012,Shooting,M,33.0,180.0,88.0
640,2012,Swimming,F,21.0,180.0,70.0
641,2012,Swimming,M,26.0,190.0,90.0
642,2012,Synchronized Swimming,F,22.0,166.0,58.0
643,2012,Table Tennis,F,16.0,166.0,55.0
644,2012,Table Tennis,M,20.0,176.0,65.0
645,2012,Taekwondo,F,24.0,176.0,62.0
646,2012,Taekwondo,M,29.0,183.0,75.0
647,2012,Tennis,F,32.0,176.0,67.0
648,2012,Tennis,M,29.0,192.0,91.0
649,2012,Trampolining,F,19.0,160.0,55.0
650,2012,Trampolining,M,22.0,170.0,63.0
651,2012,Triathlon,F,31.0,175.0,60.0
652,2012,Triathlon,M,32.0,180.0,65.0
653,2012,Volleyball,F,28.0,183.0,76.0
654,2012,Volleyball,M,31.0,199.0,96.0
655,2012,Water Polo,F,26.0,180.0,78.0
656,2012,Water Polo,M,30.0,195.0,100.0
657,2012,Weightlifting,F,22.0,176.0,148.0
658,2012,Weightlifting,M,26.0,168.0,94.0
659,2012,Wrestling,F,27.0,164.0,62.0
660,2012,Wrestling,M,27.0,174.0,80.0
661,2016,Archery,F,21.0,178.0,75.0
662,2016,Archery,M,25.0,179.0,73.0
663,2016,Athletics,F,26.0,171.0,65.0
664,2016,Athletics,M,27.0,184.0,82.0
665,2016,Badminton,F,27.0,163.0,57.0
666,2016,Badminton,M,24.0,178.0,82.0
667,2016,Basketball,F,30.0,188.0,79.0
668,2016,Basketball,M,27.0,201.0,103.0
669,2016,Beach Volleyball,F,34.0,184.0,73.0
670,2016,Beach Volleyball,M,37.0,198.0,90.0
671,2016,Boxing,F,24.0,175.0,68.0
672,2016,Boxing,M,19.0,172.0,59.0
673,2016,Canoeing,F,34.0,168.0,59.0
674,2016,Canoeing,M,26.0,179.0,75.0
675,2016,Cycling,F,30.0,167.0,59.0
676,2016,Cycling,M,27.0,185.0,79.0
677,2016,Diving,F,23.0,161.0,55.0
678,2016,Diving,M,23.0,177.0,74.0
679,2016,Equestrianism,F,33.0,169.0,60.0
680,2016,Equestrianism,M,42.0,177.0,70.0
681,2016,Fencing,F,27.0,173.0,73.0
682,2016,Fencing,M,24.0,185.0,79.0
683,2016,Football,F,27.0,168.0,62.0
684,2016,Golf,F,28.0,172.0,66.0
685,2016,Golf,M,32.0,186.0,82.0
686,2016,Gymnastics,F,20.0,152.0,49.0
687,2016,Gymnastics,M,25.0,169.0,69.0
688,2016,Hockey,F,27.0,163.0,58.0
689,2016,Judo,F,27.0,165.0,61.0
690,2016,Judo,M,27.0,179.0,83.0
691,2016,Modern Pentathlon,F,23.0,176.0,62.0
692,2016,Modern Pentathlon,M,24.0,188.0,79.0
693,2016,Rhythmic Gymnastics,F,18.0,165.0,50.0
694,2016,Rowing,F,29.0,182.0,75.0
695,2016,Rowing,M,27.0,190.0,87.0
696,2016,Rugby Sevens,F,27.0,170.0,72.0
697,2016,Rugby Sevens,M,27.0,185.0,93.0
698,2016,Sailing,F,24.0,170.0,63.0
699,2016,Sailing,M,30.0,183.0,78.0
700,2016,Shooting,F,29.0,164.0,63.0
701,2016,Shooting,M,30.0,178.0,78.0
702,2016,Swimming,F,22.0,179.0,70.0
703,2016,Swimming,M,25.0,191.0,87.0
704,2016,Synchronized Swimming,F,22.0,168.0,54.0
705,2016,Table Tennis,F,24.0,163.0,52.0
706,2016,Table Tennis,M,19.0,176.0,62.0
707,2016,Taekwondo,F,22.0,176.0,72.0
708,2016,Taekwondo,M,32.0,190.0,96.0
709,2016,Tennis,F,31.0,178.0,70.0
710,2016,Tennis,M,27.0,190.0,83.0
711,2016,Trampolining,F,18.0,163.0,58.0
712,2016,Trampolining,M,28.0,175.0,59.0
713,2016,Triathlon,F,30.0,175.0,60.0
714,2016,Triathlon,M,27.0,178.0,67.0
715,2016,Volleyball,F,27.0,186.0,75.0
716,2016,Volleyball,M,28.0,198.0,91.0
717,2016,Water Polo,F,23.0,180.0,77.0
718,2016,Water Polo,M,25.0,195.0,101.0
719,2016,Weightlifting,F,27.0,166.0,88.0
720,2016,Weightlifting,M,30.0,168.0,94.0
721,2016,Wrestling,F,25.0,165.0,65.0
722,2016,Wrestling,M,26.0,175.0,88.0
